RA vs C ,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA,,RA vs C,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA
SENP5,SENP5,SENP5,SENP5,SENP5,,-0.009074957,-0.065617117,0.085146929,-0.178124914,-0.070826156
SENP6,SENP6,SENP6,SENP6,SENP6,,0.01497086,-0.047048907,0.146536451,-0.245441775,-0.207677237
SENP7,SENP7,SENP7,SENP7,SENP7,,-0.186742985,-0.013918769,0.00026025,-0.19693259,-0.157499054
SENP8,SENP8,SENP8,SENP8,SENP8,,-0.130136346,0.237501578,-0.03261512,0.247223764,-0.084899912
SEP15,SEP15,SEP15,SEP15,SEP15,,-0.131053799,-0.175273777,-0.074464083,-0.046421874,-0.066019923
SEPHS1,SEPHS1,SEPHS1,SEPHS1,SEPHS1,,-0.172892662,0.046608216,0.030597917,-0.29852003,-0.23879246
SEPHS2,SEPHS2,SEPHS2,SEPHS2,SEPHS2,,0.037997531,-0.038797095,-0.047457612,0.187121619,0.102638511
SEPN1,SEPN1,SEPN1,SEPN1,SEPN1,,-0.115082,0.038441661,0.060968626,0.08707318,0.049329754
SEPSECS,SEPSECS,SEPSECS,SEPSECS,SEPSECS,,0.203214844,-0.051040348,0.23899042,0.153167535,0.00064063
SEPSECS-AS1,SEPSECS-AS1,SEPSECS-AS1,SEPSECS-AS1,SEPSECS-AS1,,0.186497449,0.236904065,0.004922496,0.863011391,0.600452881
SEPT1,SEPT1,SEPT1,SEPT1,SEPT1,,0.160025238,0.262376247,-0.075951528,0.826410005,0.401807721
SEPT11,SEPT11,SEPT11,SEPT11,SEPT11,,-0.132155513,-0.087566224,-0.373995577,0.061357219,-0.140923279
SEPT2,SEPT2,SEPT2,SEPT2,SEPT2,,-0.020748019,-0.094685268,-0.003714597,-0.098770028,-0.103271885
SEPT6,SEPT6,SEPT6,SEPT6,SEPT6,,-0.452154947,-0.153270737,0.044495976,-0.695159135,-0.434767754
SEPT7,SEPT7,SEPT7,SEPT7,SEPT7,,-0.017689797,-0.085656904,0.006356416,-0.018643859,-0.07313732
SEPT7P2,SEPT7P2,SEPT7P2,SEPT7P2,SEPT7P2,,0.073248795,0.032348231,0.068384476,-0.180344506,-0.247117676
SEPT7P9,SEPT7P9,SEPT7P9,SEPT7P9,SEPT7P9,,-0.295654246,0.386364964,0.8324553,-1.882059253,0.559516439
SEPT8,SEPT8,SEPT8,SEPT8,SEPT8,,0.135269939,0.001516212,0.098398785,0.072962685,0.031796857
SEPT9,SEPT9,SEPT9,SEPT9,SEPT9,,-0.129284585,0.032713952,0.017775347,-0.156622411,-0.096085038
SERAC1,SERAC1,SERAC1,SERAC1,SERAC1,,0.209909497,-0.155377008,0.119378756,0.032987746,-0.069334416
SERBP1,SERBP1,SERBP1,SERBP1,SERBP1,,-0.214632618,-0.105421776,-0.058831377,-0.391223447,-0.219248576
SERF2,SERF2,SERF2,SERF2,SERF2,,0.010778913,-0.053406254,-0.17129034,0.358612223,0.190518149
SERGEF,SERGEF,SERGEF,SERGEF,SERGEF,,0.084132406,0.342592562,0.033367994,-0.038075409,0.146985795
SERHL,SERHL,SERHL,SERHL,SERHL,,-0.465579247,0.353943486,0.054847721,-1.467021754,-1.034434845
SERHL2,SERHL2,SERHL2,SERHL2,SERHL2,,-0.197679086,0.004730623,0.070085161,-0.496252465,-0.405504194
SERINC1,SERINC1,SERINC1,SERINC1,SERINC1,,0.380308147,-0.020432865,0.107246308,0.61106329,0.285275231
SERINC2,SERINC2,SERINC2,SERINC2,SERINC2,,-0.617582341,-0.283486434,-0.068009026,-0.145093659,-0.116048611
SERINC3,SERINC3,SERINC3,SERINC3,SERINC3,,0.327440726,-0.034925428,0.154329451,0.247852467,0.218340665
SERINC4,SERINC4,SERINC4,SERINC4,SERINC4,,0.082857378,0.01863318,-0.284901651,0.727150794,-0.323126611
SERINC5,SERINC5,SERINC5,SERINC5,SERINC5,,-1.404588617,-0.002677327,0.311623137,-1.979356454,-1.787167755
SERP1,SERP1,SERP1,SERP1,SERP1,,-0.316118348,-0.116922158,0.011455483,-0.490148558,-0.305849799
SERPINA1,SERPINA1,SERPINA1,SERPINA1,SERPINA1,,3.174033934,1.186920876,0.256595006,4.831408322,2.966245511
SERPINB1,SERPINB1,SERPINB1,SERPINB1,SERPINB1,,2.366480211,0.376749427,0.05726791,2.789215304,2.369192962
SERPINB10,SERPINB10,SERPINB10,SERPINB10,SERPINB10,,-4.372469843,0.034442129,-0.47764736,-3.796329379,-5.256827267
SERPINB2,SERPINB2,SERPINB2,SERPINB2,SERPINB2,,0.735349657,0.26112878,-0.285726126,2.596439098,1.183552397
SERPINB8,SERPINB8,SERPINB8,SERPINB8,SERPINB8,,-0.948541848,0.201245764,-0.088967935,-0.25366333,-0.893459355
SERPINE2,SERPINE2,SERPINE2,SERPINE2,SERPINE2,,0.413875091,-0.25100071,0.014217537,-0.007126767,0.148684082
SERPINF1,SERPINF1,SERPINF1,SERPINF1,SERPINF1,,0.423059644,0.220556071,0.257761135,0.318239398,0.181805349
SERPINF2,SERPINF2,SERPINF2,SERPINF2,SERPINF2,,2.815377067,1.327471275,0.095489706,2.487174557,2.808543987
SERPINI1,SERPINI1,SERPINI1,SERPINI1,SERPINI1,,-0.025667079,0.330951844,0.556820857,0.318473735,-0.530148991
SERTAD1,SERTAD1,SERTAD1,SERTAD1,SERTAD1,,0.025932342,0.285609252,-0.210872132,1.518611957,0.807685495
SERTAD2,SERTAD2,SERTAD2,SERTAD2,SERTAD2,,-0.005072318,-0.125826273,0.145557683,-0.188351104,-0.253823509
SERTAD3,SERTAD3,SERTAD3,SERTAD3,SERTAD3,,-0.128695811,-0.134572625,-0.323144417,0.450185064,0.1190417
SESN1,SESN1,SESN1,SESN1,SESN1,,-0.085681084,-0.330701073,0.005049488,-0.100457131,-0.226546678
SESN2,SESN2,SESN2,SESN2,SESN2,,-0.652918808,0.083205225,0.409318535,-1.2317858,-0.746696387
SESN3,SESN3,SESN3,SESN3,SESN3,,0.659665924,0.196302317,0.180242558,0.899844566,0.319052444
SET,SET,SET,SET,SET,,-0.185636295,-0.071724871,-0.076863968,-0.242189432,-0.15367819
SETD1A,SETD1A,SETD1A,SETD1A,SETD1A,,-0.151037733,0.093518584,0.075224932,-0.334401599,-0.151769073
SETD1B,SETD1B,SETD1B,SETD1B,SETD1B,,0.168336341,0.048036218,0.183300689,0.056404292,0.088685744
SETD2,SETD2,SETD2,SETD2,SETD2,,0.144809609,0.047552924,0.271078456,-0.207325633,-0.128700647
SETD3,SETD3,SETD3,SETD3,SETD3,,-0.202664255,-0.035934907,-0.029194709,-0.131058499,-0.173620939
SETD4,SETD4,SETD4,SETD4,SETD4,,-0.219618355,0.073665227,0.064295084,-0.297972971,-0.231817842
SETD5,SETD5,SETD5,SETD5,SETD5,,0.095135707,0.055889936,0.147735019,-0.144871552,-0.031300751
SETD6,SETD6,SETD6,SETD6,SETD6,,-0.65720117,0.034825213,-0.013995528,-0.732693628,-0.682345386
SETD7,SETD7,SETD7,SETD7,SETD7,,-0.452226194,-0.134914772,0.309182432,-1.172951611,-0.661527669
SETD8,SETD8,SETD8,SETD8,SETD8,,0.127431152,0.035355292,0.103064112,-0.01236447,0.062395942
SETD9,SETD9,SETD9,SETD9,SETD9,,-0.39794053,-0.29813321,0.041041922,-0.149539564,-0.526981712
SETDB1,SETDB1,SETDB1,SETDB1,SETDB1,,0.152078852,0.118249916,0.084884768,0.318072909,0.127219785
SETDB2,SETDB2,SETDB2,SETDB2,SETDB2,,-0.167055757,0.025846522,0.223338938,-0.344714772,-0.401109323
SETMAR,SETMAR,SETMAR,SETMAR,SETMAR,,-0.211262058,0.077023165,-0.077203246,-0.2833098,-0.04493697
SETSIP,SETSIP,SETSIP,SETSIP,SETSIP,,-0.260030336,0.33122341,-0.017797581,-0.477217521,-0.499082793
SETX,SETX,SETX,SETX,SETX,,0.389859479,0.043714352,0.349287626,0.042858592,0.038322792
SEZ6L2,SEZ6L2,SEZ6L2,SEZ6L2,SEZ6L2,,-0.617582341,-0.520525632,-0.293075582,-0.019562777,-0.838514635
SF1,SF1,SF1,SF1,SF1,,-0.072942751,0.01969154,-0.020758571,-0.117434965,-0.021302584
SF3A1,SF3A1,SF3A1,SF3A1,SF3A1,,0.052059606,0.034514403,-0.003812116,-0.052944334,-0.024903691
SF3A2,SF3A2,SF3A2,SF3A2,SF3A2,,-0.2530307,0.041773446,-0.041508261,-0.258691462,-0.156176724
SF3A3,SF3A3,SF3A3,SF3A3,SF3A3,,-0.095700195,0.033394356,-0.026584016,-0.080077676,-0.05739926
SF3B1,SF3B1,SF3B1,SF3B1,SF3B1,,0.128594344,-0.038804408,0.110932972,-0.075596811,-0.070986393
SF3B2,SF3B2,SF3B2,SF3B2,SF3B2,,-0.155674795,0.0888498,-0.016176105,-0.062100009,-0.07711187
SF3B3,SF3B3,SF3B3,SF3B3,SF3B3,,0.003240109,-0.00204633,0.085716653,-0.194527695,-0.065433239
SF3B4,SF3B4,SF3B4,SF3B4,SF3B4,,-0.020729152,0.104353513,-0.119579802,0.164172582,0.068854387
SF3B5,SF3B5,SF3B5,SF3B5,SF3B5,,-0.248263675,0.15086036,-0.173192737,0.012707784,-0.050930774
SF3B6,SF3B6,SF3B6,SF3B6,SF3B6,,-0.108184463,-0.049421937,-0.16021716,-0.089090611,-0.107715878
SFI1,SFI1,SFI1,SFI1,SFI1,,-0.045252742,0.227476765,0.124368415,0.023781728,-0.024306042
SFMBT1,SFMBT1,SFMBT1,SFMBT1,SFMBT1,,0.413223706,0.294223951,0.252673038,0.094481774,0.035954483
SFMBT2,SFMBT2,SFMBT2,SFMBT2,SFMBT2,,0.083329541,0.112732426,0.073148538,0.372870103,0.105271267
SFPQ,SFPQ,SFPQ,SFPQ,SFPQ,,-0.061293772,-0.047028821,-0.068961336,-0.074416881,0.02128073
SFR1,SFR1,SFR1,SFR1,SFR1,,0.013476575,0.177028696,0.100944136,0.090460011,-0.115616602
SFSWAP,SFSWAP,SFSWAP,SFSWAP,SFSWAP,,-0.115344762,0.126186321,0.027227399,-0.25613863,-0.097068164
SFT2D1,SFT2D1,SFT2D1,SFT2D1,SFT2D1,,0.056820378,-0.004656363,-0.05410718,0.163087431,0.056479751
SFT2D2,SFT2D2,SFT2D2,SFT2D2,SFT2D2,,0.126434876,-0.056136794,-0.157937372,0.470189293,0.297924562
SFT2D3,SFT2D3,SFT2D3,SFT2D3,SFT2D3,,0.009863491,-0.276268433,0.164298864,0.320433611,0.157197026
SFXN1,SFXN1,SFXN1,SFXN1,SFXN1,,-0.011777587,-0.125991991,-0.015995724,-0.296701222,-0.130315999
SFXN2,SFXN2,SFXN2,SFXN2,SFXN2,,-0.173608953,0.192628294,0.190254415,-0.403076538,-0.24815585
SFXN3,SFXN3,SFXN3,SFXN3,SFXN3,,-0.110484288,-0.018683305,0.053249167,0.04242411,-0.317504767
SFXN4,SFXN4,SFXN4,SFXN4,SFXN4,,-0.526119714,0.024772652,-0.037412815,-0.6805898,-0.568735714
SFXN5,SFXN5,SFXN5,SFXN5,SFXN5,,0.714625175,0.363997151,0.089485538,1.096859897,0.664293431
SGK1,SGK1,SGK1,SGK1,SGK1,,0.04799862,-0.428971694,-0.147781445,2.083175329,0.465638758
SGK223,SGK223,SGK223,SGK223,SGK223,,-0.215483897,-0.113561433,0.069494497,0.171578711,-0.379083017
SGK494,SGK494,SGK494,SGK494,SGK494,,0.249279328,0.189967751,0.268208776,-0.107392949,-0.191097731
SGMS1,SGMS1,SGMS1,SGMS1,SGMS1,,-0.127955525,0.055576892,0.328359261,-0.75618044,-0.573220178
SGMS1-AS1,SGMS1-AS1,SGMS1-AS1,SGMS1-AS1,SGMS1-AS1,,0.086961776,-1.690450633,-0.398870246,1.501269387,0.682317528
SGMS2,SGMS2,SGMS2,SGMS2,SGMS2,,1.160025238,0.257081947,0.347028473,0.796012652,0.801489229
SGOL1,SGOL1,SGOL1,SGOL1,SGOL1,,0.161430689,-0.023779456,-0.082139355,0.271873716,0.112281946
SGOL2,SGOL2,SGOL2,SGOL2,SGOL2,,0.109718391,-0.193134845,0.078884149,-0.144447889,-0.142067121
SGPL1,SGPL1,SGPL1,SGPL1,SGPL1,,0.464096066,0.034750739,0.098913632,0.531389577,0.51431492
SGPP2,SGPP2,SGPP2,SGPP2,SGPP2,,-0.907088958,-0.091214001,-0.360189778,-0.448406075,-0.323941462
SGSM1,SGSM1,SGSM1,SGSM1,SGSM1,,0.819822972,-0.094260877,-0.543053835,0.862683692,1.526940835
SGSM2,SGSM2,SGSM2,SGSM2,SGSM2,,0.077412868,0.101409528,0.075491633,-0.039185672,0.121808826
SGSM3,SGSM3,SGSM3,SGSM3,SGSM3,,0.070655204,0.234946786,0.040484906,0.359255621,0.088543994
SGTA,SGTA,SGTA,SGTA,SGTA,,-0.316835887,0.024499118,-0.06527227,-0.272579377,-0.168315066
SGTB,SGTB,SGTB,SGTB,SGTB,,-0.23363861,-0.172382623,-0.038173797,-0.514186862,-0.363234188
SH2B1,SH2B1,SH2B1,SH2B1,SH2B1,,0.339735771,0.177775004,0.074560616,0.409581657,0.260160018
SH2B2,SH2B2,SH2B2,SH2B2,SH2B2,,0.481953333,0.614633952,0.025100378,1.365868261,0.817314196
SH2B3,SH2B3,SH2B3,SH2B3,SH2B3,,0.261582734,0.008414748,0.209701415,-0.028172948,0.134707661
SH2D2A,SH2D2A,SH2D2A,SH2D2A,SH2D2A,,0.595821297,-0.137196992,-0.521181655,1.738092676,1.336349416
SH2D3A,SH2D3A,SH2D3A,SH2D3A,SH2D3A,,0.174726287,0.231672783,0.231282572,0.087046739,-0.395477455
SH2D3C,SH2D3C,SH2D3C,SH2D3C,SH2D3C,,1.295090608,-0.043816022,-0.099640636,1.44152616,1.43378891
SH3BGR,SH3BGR,SH3BGR,SH3BGR,SH3BGR,,-0.03261984,-0.389594762,-0.880663552,0.377027969,-0.340194003
SH3BGRL,SH3BGRL,SH3BGRL,SH3BGRL,SH3BGRL,,0.382180588,-0.052799552,0.031221082,0.55185605,0.329473693
SH3BGRL3,SH3BGRL3,SH3BGRL3,SH3BGRL3,SH3BGRL3,,1.226448051,0.392989471,-0.125603575,1.829822195,1.35536985
SH3BP1,SH3BP1,SH3BP1,SH3BP1,SH3BP1,,0.652556452,0.184446198,0.066717056,0.945905949,0.637542701
SH3BP2,SH3BP2,SH3BP2,SH3BP2,SH3BP2,,0.653225772,0.066976379,0.062669581,0.896847856,0.714459695
SH3BP5-AS1,SH3BP5-AS1,SH3BP5-AS1,SH3BP5-AS1,SH3BP5-AS1,,0.292780447,0.522287452,0.388153206,0.316486427,0.07100143
SH3BP5L,SH3BP5L,SH3BP5L,SH3BP5L,SH3BP5L,,-0.016352068,0.020137422,-0.014754126,0.195914573,0.121652912
SH3D19,SH3D19,SH3D19,SH3D19,SH3D19,,0.452806987,0.497396276,0.680452207,0.035478587,-0.490114329
SH3D21,SH3D21,SH3D21,SH3D21,SH3D21,,0.382417659,0.367829013,0.737298067,-0.132037506,-0.273730017
SH3GL1,SH3GL1,SH3GL1,SH3GL1,SH3GL1,,-0.056914244,0.056516481,-0.101921254,0.008614151,0.120239458
SH3GL1P1,SH3GL1P1,SH3GL1P1,SH3GL1P1,SH3GL1P1,,1.593921765,1.24277411,1.538724097,-1.028900641,-0.830778987
SH3GL1P2,SH3GL1P2,SH3GL1P2,SH3GL1P2,SH3GL1P2,,-0.03261984,0.064436869,0.639810222,0.011025543,-0.601475438
SH3GLB1,SH3GLB1,SH3GLB1,SH3GLB1,SH3GLB1,,-0.039126368,-0.054978298,0.065402903,-0.072929882,-0.06741051
SH3GLB2,SH3GLB2,SH3GLB2,SH3GLB2,SH3GLB2,,-0.274816943,0.103134163,-0.033997601,0.21599399,-0.036368753
SH3KBP1,SH3KBP1,SH3KBP1,SH3KBP1,SH3KBP1,,0.150573763,0.110973352,0.111771356,0.378015019,0.031194156
SH3PXD2A,SH3PXD2A,SH3PXD2A,SH3PXD2A,SH3PXD2A,,-0.097796172,0.070021502,0.213045787,-0.370067187,-0.271008501
SH3PXD2B,SH3PXD2B,SH3PXD2B,SH3PXD2B,SH3PXD2B,,-0.120082681,-0.322586254,0.499879961,-0.829591833,-0.911578098
SH3RF1,SH3RF1,SH3RF1,SH3RF1,SH3RF1,,-0.43803292,-0.216084963,-0.214657296,-0.615039499,-0.142225233
SH3RF3,SH3RF3,SH3RF3,SH3RF3,SH3RF3,,1.941306648,0.148094798,0.264616977,1.6409475,1.824954258
SH3RF3-AS1,SH3RF3-AS1,SH3RF3-AS1,SH3RF3-AS1,SH3RF3-AS1,,2.428221349,0.017131154,0.007542007,1.756842055,2.349614962
SH3TC1,SH3TC1,SH3TC1,SH3TC1,SH3TC1,,-2.120082681,-0.853100971,-0.447652619,0.595988044,-1.070960721
SH3YL1,SH3YL1,SH3YL1,SH3YL1,SH3YL1,,-0.03261984,0.243760569,0.12003189,0.563080278,0.200073862
SHANK3,SHANK3,SHANK3,SHANK3,SHANK3,,-0.015710061,-0.026509342,0.01929008,0.166035035,0.157063568
SHARPIN,SHARPIN,SHARPIN,SHARPIN,SHARPIN,,0.011356431,0.144290177,-0.094130699,0.431985565,0.13568571
SHB,SHB,SHB,SHB,SHB,,-0.053843111,0.061686258,-0.0667272,-0.301373942,-0.089809374
SHC1,SHC1,SHC1,SHC1,SHC1,,0.339639201,0.129982634,0.098997974,0.3963425,0.294522337
SHC3,SHC3,SHC3,SHC3,SHC3,,-0.27198534,-0.202943007,0.277018752,-0.83501068,-0.689104345
SHCBP1,SHCBP1,SHCBP1,SHCBP1,SHCBP1,,0.284464643,0.034734707,0.113172606,0.191604072,0.230854178
SHD,SHD,SHD,SHD,SHD,,0.896990832,0.716513566,-0.652971527,1.255444271,1.714026388
SHF,SHF,SHF,SHF,SHF,,-0.492051459,0.305444969,-0.305048224,0.925295669,-0.038046099
SHFM1,SHFM1,SHFM1,SHFM1,SHFM1,,0.049862824,0.133349161,-0.004649128,-0.053282893,-0.001110369
SHISA4,SHISA4,SHISA4,SHISA4,SHISA4,,0.016289761,-0.664261109,-1.440563194,1.599067437,0.843309405
SHISA5,SHISA5,SHISA5,SHISA5,SHISA5,,0.119383254,0.162712843,-0.073346058,0.557940158,0.224510672
SHKBP1,SHKBP1,SHKBP1,SHKBP1,SHKBP1,,0.283044236,0.160498957,0.000497517,0.635745288,0.377416994
SHMT1,SHMT1,SHMT1,SHMT1,SHMT1,,-0.246578254,0.123130863,-0.042117822,-0.162821085,-0.033777145
SHMT2,SHMT2,SHMT2,SHMT2,SHMT2,,-0.45377086,0.065062298,0.067952365,-0.710141932,-0.395566911
SHOC2,SHOC2,SHOC2,SHOC2,SHOC2,,0.090888478,-0.049929145,0.178037949,-0.018767684,-0.094124065
SHOX2,SHOX2,SHOX2,SHOX2,SHOX2,,1.026701251,0.197074638,0.054847721,1.165246462,0.892829541
SHPK,SHPK,SHPK,SHPK,SHPK,,-0.223997951,-0.141195226,0.01802931,-0.439664672,-0.2127339
SHPRH,SHPRH,SHPRH,SHPRH,SHPRH,,0.288356564,0.060353767,0.259841674,-0.423960463,-0.11240367
SHQ1,SHQ1,SHQ1,SHQ1,SHQ1,,-0.39901163,-0.013318288,-0.026268013,-0.384952171,-0.469801874
SHTN1,SHTN1,SHTN1,SHTN1,SHTN1,,0.214960914,0.08162663,0.187595174,0.432511101,-0.05368273
SIAE,SIAE,SIAE,SIAE,SIAE,,0.189772581,1.234361871,1.002380301,-0.351544536,-0.964045517
SIAH1,SIAH1,SIAH1,SIAH1,SIAH1,,-0.129481379,0.073774734,0.005845821,-0.371923438,-0.21439802
SIAH2,SIAH2,SIAH2,SIAH2,SIAH2,,-0.609008044,-0.123091289,-0.098921606,-0.769499695,-0.424078148
SIDT2,SIDT2,SIDT2,SIDT2,SIDT2,,0.012136738,0.28682929,0.310686626,-0.137898157,-0.084899912
SIGIRR,SIGIRR,SIGIRR,SIGIRR,SIGIRR,,0.770488111,0.218442315,-0.128016336,1.340333169,1.047819705
SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,SIGLEC10,,0.382417659,0.06864298,0.049119743,0.492543382,0.385171799
SIGLEC12,SIGLEC12,SIGLEC12,SIGLEC12,SIGLEC12,,-0.141144297,-0.651770165,-0.369178561,1.577372366,-0.701011112
SIGLEC14,SIGLEC14,SIGLEC14,SIGLEC14,SIGLEC14,,0.057390326,0.051999766,0.039731518,0.581753761,0.193310811
SIGLEC16,SIGLEC16,SIGLEC16,SIGLEC16,SIGLEC16,,0.588868537,0.451459992,0.132015582,1.117940747,0.123417324
SIGLEC17P,SIGLEC17P,SIGLEC17P,SIGLEC17P,SIGLEC17P,,-1.122817649,-0.037442745,-0.477229199,0.290121723,-0.255811642
SIGLEC5,SIGLEC5,SIGLEC5,SIGLEC5,SIGLEC5,,-0.007431508,0.050250963,-0.131301179,0.762237387,0.236151158
SIGLEC8,SIGLEC8,SIGLEC8,SIGLEC8,SIGLEC8,,-0.354547935,1.26607073,0.317882127,-2.689414175,-1.186437939
SIGLECL1,SIGLECL1,SIGLECL1,SIGLECL1,SIGLECL1,,0.119383254,-0.198597537,-0.430579106,-0.203987348,1.035954483
SIGMAR1,SIGMAR1,SIGMAR1,SIGMAR1,SIGMAR1,,-0.363820666,0.085551001,0.021077222,-0.354823535,-0.259400865
SIK1,SIK1,SIK1,SIK1,SIK1,,-0.294199183,0.048333561,0.083062056,-0.30077241,-0.422559683
SIK2,SIK2,SIK2,SIK2,SIK2,,0.195220888,-0.154860746,0.239986161,-0.21218561,0.001284009
SIK3,SIK3,SIK3,SIK3,SIK3,,0.143806727,0.123330558,0.26769359,-0.111335466,-0.11900341
SIKE1,SIKE1,SIKE1,SIKE1,SIKE1,,-0.059326638,-0.143796981,0.133040044,-0.317884918,-0.264890558
SIL1,SIL1,SIL1,SIL1,SIL1,,0.351451309,0.387478584,0.327399666,0.217212891,0.06336064
SIM2,SIM2,SIM2,SIM2,SIM2,,0.46487982,-0.023025972,-0.1675447,-0.384559593,0.118416643
SIMC1,SIMC1,SIMC1,SIMC1,SIMC1,,-0.144128155,-0.08918632,-0.044444644,-0.188560542,-0.139760199
SIN3A,SIN3A,SIN3A,SIN3A,SIN3A,,-0.147793707,0.08779675,0.205548393,-0.406131889,-0.292444588
SIN3B,SIN3B,SIN3B,SIN3B,SIN3B,,0.494547839,0.074998373,0.050905101,0.58904482,0.541158731
SIPA1,SIPA1,SIPA1,SIPA1,SIPA1,,1.253772759,-0.02982241,-0.136060744,1.611021735,1.514673724
SIPA1L1,SIPA1L1,SIPA1L1,SIPA1L1,SIPA1L1,,0.602615867,0.087276846,0.427613568,0.699512659,0.035954483
SIPA1L2,SIPA1L2,SIPA1L2,SIPA1L2,SIPA1L2,,-0.787507342,-0.569435232,0.013027546,-0.12821984,-0.244153437
SIPA1L3,SIPA1L3,SIPA1L3,SIPA1L3,SIPA1L3,,0.118387948,-0.171492307,0.163310378,-0.094760853,-0.004150811
SIRPA,SIRPA,SIRPA,SIRPA,SIRPA,,1.378085239,0.22374845,0.058936099,1.895105335,1.442910122
SIRPB1,SIRPB1,SIRPB1,SIRPB1,SIRPB1,,1.656545033,0.299149562,-0.085770094,2.264555836,1.639502684
SIRPD,SIRPD,SIRPD,SIRPD,SIRPD,,1.564620991,0.270887747,-0.867984418,2.886125072,2.495386101
SIRT1,SIRT1,SIRT1,SIRT1,SIRT1,,-0.111372641,-0.089420588,0.017784994,-0.117695951,-0.09386886
SIRT2,SIRT2,SIRT2,SIRT2,SIRT2,,0.147952406,-0.007426386,-0.04489531,0.175564754,0.2336067
SIRT3,SIRT3,SIRT3,SIRT3,SIRT3,,-0.156002255,0.320698046,-0.02605371,-0.068155545,-0.082077535
SIRT4,SIRT4,SIRT4,SIRT4,SIRT4,,-0.445815992,0.129288013,-0.306707448,0.384015607,-0.0583729
SIRT5,SIRT5,SIRT5,SIRT5,SIRT5,,0.045296677,0.216276568,0.05601429,0.24253845,0.120203551
SIRT6,SIRT6,SIRT6,SIRT6,SIRT6,,0.158304551,0.222919641,-0.058290341,0.478070512,0.35020985
SIRT7,SIRT7,SIRT7,SIRT7,SIRT7,,0.291584942,0.243424271,-0.01114669,0.711088555,0.390500222
SIVA1,SIVA1,SIVA1,SIVA1,SIVA1,,-0.269090088,-0.147486606,-0.1760562,-0.296574194,-0.095464279
SIX4,SIX4,SIX4,SIX4,SIX4,,-0.656966817,-0.043076178,0.004393431,-0.761902973,-0.689561091
SIX5,SIX5,SIX5,SIX5,SIX5,,-0.603907404,0.208172347,0.466937937,-0.530347689,-0.467283621
SKA1,SKA1,SKA1,SKA1,SKA1,,0.244066667,0.086059681,-0.014936576,0.24201913,0.423233777
SKA2,SKA2,SKA2,SKA2,SKA2,,0.214217338,-0.017054629,0.100134141,0.254151869,0.180534322
SKA3,SKA3,SKA3,SKA3,SKA3,,-0.376051918,-0.084120724,0.009370377,-0.569257265,-0.434785692
SKAP2,SKAP2,SKAP2,SKAP2,SKAP2,,0.778197426,0.004474274,0.257488298,0.83779982,0.53861791
SKI,SKI,SKI,SKI,SKI,,0.015136385,0.112997227,0.171048374,-0.290143991,-0.051878252
SKIDA1,SKIDA1,SKIDA1,SKIDA1,SKIDA1,,-0.565114921,-0.368522538,0.121961917,-0.604525277,-0.150458642
SKIL,SKIL,SKIL,SKIL,SKIL,,0.930604469,0.136975417,0.235486946,1.157577719,0.713021375
SKIV2L,SKIV2L,SKIV2L,SKIV2L,SKIV2L,,0.030995781,0.126066192,0.137222719,-0.000923921,-0.038857426
SKIV2L2,SKIV2L2,SKIV2L2,SKIV2L2,SKIV2L2,,-0.073196294,-0.09662757,0.096508738,-0.392273278,-0.173094389
SKOR1,SKOR1,SKOR1,SKOR1,SKOR1,,-0.450639964,0.147792616,0.232668152,-0.183809466,-0.4873535
SKP1,SKP1,SKP1,SKP1,SKP1,,-0.172318054,-0.191231707,-0.120433902,-0.136240754,-0.087903732
SKP2,SKP2,SKP2,SKP2,SKP2,,-0.105551362,-0.059616977,0.094007303,-0.471903257,-0.294527113
SLA,SLA,SLA,SLA,SLA,,4.515577544,-0.282515249,-0.070147937,4.944734381,4.623649474
SLA2,SLA2,SLA2,SLA2,SLA2,,-0.266789429,0.198737961,0.098000925,0.096879132,-0.10909585
SLAIN1,SLAIN1,SLAIN1,SLAIN1,SLAIN1,,-0.324110692,-0.266678147,-0.08174032,-0.584159341,-0.211827839
SLAIN2,SLAIN2,SLAIN2,SLAIN2,SLAIN2,,0.137142939,-0.079607311,0.106470225,-0.05542939,0.022489959
SLAMF7,SLAMF7,SLAMF7,SLAMF7,SLAMF7,,0.060489564,0.064436869,0.317882127,-0.689414175,-0.449472345
SLAMF8,SLAMF8,SLAMF8,SLAMF8,SLAMF8,,0.085435922,-0.407631575,-0.039220603,-0.629293182,-0.126316946
SLBP,SLBP,SLBP,SLBP,SLBP,,-0.286137526,-0.060832586,-0.121133592,-0.332620409,-0.159510087
SLC10A3,SLC10A3,SLC10A3,SLC10A3,SLC10A3,,-0.160585651,0.072926902,-0.022981024,-0.046218409,-0.20025961
SLC10A5,SLC10A5,SLC10A5,SLC10A5,SLC10A5,,-0.202544841,1.433670679,0.891348989,0.22897206,-0.285973612
SLC10A7,SLC10A7,SLC10A7,SLC10A7,SLC10A7,,-0.01508621,0.008129428,0.020923868,-0.113736001,-0.046092027
SLC11A1,SLC11A1,SLC11A1,SLC11A1,SLC11A1,,-0.839974762,0.579010042,0.195025379,-0.145093659,-0.812042424
SLC11A2,SLC11A2,SLC11A2,SLC11A2,SLC11A2,,-0.316618977,-0.105394551,0.141297295,-0.491095162,-0.544783432
