RA vs C ,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA,,RA vs C,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA
RUSC1,RUSC1,RUSC1,RUSC1,RUSC1,,-0.167823462,0.004643784,-0.089542188,0.012552347,0.030101756
RUSC2,RUSC2,RUSC2,RUSC2,RUSC2,,0.645452065,1.829971616,1.317882127,0.770017444,0.550527655
RUVBL1,RUVBL1,RUVBL1,RUVBL1,RUVBL1,,-0.39199666,-0.02283402,-0.005637408,-0.547052039,-0.42254597
RUVBL2,RUVBL2,RUVBL2,RUVBL2,RUVBL2,,-0.469251401,-0.003556976,-0.173713542,-0.33886589,-0.265058185
RWDD1,RWDD1,RWDD1,RWDD1,RWDD1,,-0.312495382,-0.060582183,-0.034929761,-0.346679579,-0.407090678
RWDD2A,RWDD2A,RWDD2A,RWDD2A,RWDD2A,,-0.160109575,-0.168762307,-0.27943758,0.449146656,-0.163354326
RWDD2B,RWDD2B,RWDD2B,RWDD2B,RWDD2B,,-0.125704715,0.161542089,0.127870301,-0.020732517,-0.287323397
RWDD3,RWDD3,RWDD3,RWDD3,RWDD3,,0.214960914,0.048539242,0.062169633,0.295336998,-0.197717864
RWDD4,RWDD4,RWDD4,RWDD4,RWDD4,,-0.17613516,-0.128453878,-0.052993687,-0.090751764,-0.201160349
RXRA,RXRA,RXRA,RXRA,RXRA,,-0.897719037,0.061412139,0.041723549,-0.685281933,-0.808909534
RXRB,RXRB,RXRB,RXRB,RXRB,,0.205684531,0.101655649,0.249847316,0.038138068,0.083728855
RYBP,RYBP,RYBP,RYBP,RYBP,,0.324258929,0.219964353,0.16762294,0.251428757,-0.04593823
RYK,RYK,RYK,RYK,RYK,,-0.075036935,-0.10800134,-0.026172618,-0.183573773,-0.198445842
RYR3,RYR3,RYR3,RYR3,RYR3,,0.027322701,-0.073066655,0.073463399,-0.176506611,0.163333789
S100A1,S100A1,S100A1,S100A1,S100A1,,0.32352397,0.549863696,0.276061951,-0.577204671,0.374756396
S100A11,S100A11,S100A11,S100A11,S100A11,,0.302168595,0.053066118,-0.077653033,0.771062951,0.349806695
S100A13,S100A13,S100A13,S100A13,S100A13,,-0.646151493,-0.023025972,-0.308588581,0.348110519,0.035954483
S100A4,S100A4,S100A4,S100A4,S100A4,,-0.173736878,0.135083959,-0.121592993,0.193284422,-0.038011601
S100A6,S100A6,S100A6,S100A6,S100A6,,0.034494356,0.216439963,-0.214087286,1.326754762,0.514608081
S100A8,S100A8,S100A8,S100A8,S100A8,,5.30303078,1.548421722,0.132015582,5.848024858,5.235180656
S100A9,S100A9,S100A9,S100A9,S100A9,,4.061675504,1.205387695,-0.056513388,4.572827231,4.050817844
S100B,S100B,S100B,S100B,S100B,,1.74919999,0.623864278,0.754452788,1.56272559,0.724010476
S100P,S100P,S100P,S100P,S100P,,0.774147785,0.201566686,0.449260684,-0.021977105,0.516010638
S100PBP,S100PBP,S100PBP,S100PBP,S100PBP,,0.060489564,-0.07844888,0.067786777,0.152846362,0.075164512
S1PR2,S1PR2,S1PR2,S1PR2,S1PR2,,1.211146232,0.338197682,-0.841316468,1.325536167,1.803508397
S1PR3,S1PR3,S1PR3,S1PR3,S1PR3,,-0.909206487,0.161946647,0.13333389,-0.895913262,-1.080149585
S1PR4,S1PR4,S1PR4,S1PR4,S1PR4,,0.029316596,0.071654656,-0.132147717,0.546447793,0.320071619
SAAL1,SAAL1,SAAL1,SAAL1,SAAL1,,-0.247419981,0.054473466,-0.071521573,-0.347192081,-0.265679613
SAC3D1,SAC3D1,SAC3D1,SAC3D1,SAC3D1,,-0.748894031,0.129241521,-0.231707089,-0.219365865,-0.320100867
SACM1L,SACM1L,SACM1L,SACM1L,SACM1L,,-0.054987653,-0.153396541,0.06127399,-0.24070294,-0.184220113
SACS,SACS,SACS,SACS,SACS,,-0.496167567,-0.082551321,0.303828398,-1.401684978,-0.95089953
SAE1,SAE1,SAE1,SAE1,SAE1,,-0.257570642,-0.024406084,-0.101020992,-0.122971553,-0.086300716
SAFB,SAFB,SAFB,SAFB,SAFB,,-0.111687805,0.107974836,0.04156038,-0.203729009,-0.089522715
SAFB2,SAFB2,SAFB2,SAFB2,SAFB2,,-0.073549373,0.104286626,-0.022878914,-0.065669043,-0.012289427
SAG,SAG,SAG,SAG,SAG,,1.278581848,0.449100719,-0.089542188,0.079466599,1.180344392
SAMD1,SAMD1,SAMD1,SAMD1,SAMD1,,-0.180538044,0.139152612,-0.126084282,-0.112164403,0.02142402
SAMD10,SAMD10,SAMD10,SAMD10,SAMD10,,0.092725283,0.263961367,0.115412163,0.209761456,-0.051851898
SAMD13,SAMD13,SAMD13,SAMD13,SAMD13,,-0.546499243,-0.08918632,-0.305048224,-0.592552636,-0.6230086
SAMD15,SAMD15,SAMD15,SAMD15,SAMD15,,0.588868537,0.82342877,0.453943677,-0.396632426,-0.156690595
SAMD4B,SAMD4B,SAMD4B,SAMD4B,SAMD4B,,0.188148839,0.06821851,0.173833826,-0.045540907,0.137339127
SAMD8,SAMD8,SAMD8,SAMD8,SAMD8,,0.327841127,-0.277716254,0.106050803,0.523253737,0.205571775
SAMD9,SAMD9,SAMD9,SAMD9,SAMD9,,0.617971329,-0.038343004,0.170624036,0.643145331,0.402453588
SAMD9L,SAMD9L,SAMD9L,SAMD9L,SAMD9L,,1.233810066,0.045484938,0.18004235,1.302587254,0.988001259
SAMHD1,SAMHD1,SAMHD1,SAMHD1,SAMHD1,,1.017194071,-0.046905764,0.03486977,1.051668639,1.040369972
SAMM50,SAMM50,SAMM50,SAMM50,SAMM50,,-0.058349241,-0.033508884,-0.060750936,0.000738991,0.01448186
SAMSN1,SAMSN1,SAMSN1,SAMSN1,SAMSN1,,0.518841555,-0.051300711,-0.109375977,1.091901893,0.576222771
SAP130,SAP130,SAP130,SAP130,SAP130,,0.180479828,0.012869727,0.071825878,0.023972851,0.057252405
SAP18,SAP18,SAP18,SAP18,SAP18,,-0.210389337,0.03597043,-0.075473289,-0.08493745,-0.107792734
SAP25,SAP25,SAP25,SAP25,SAP25,,0.534995417,0.331298055,0.411658531,0.558715808,0.171708224
SAP30,SAP30,SAP30,SAP30,SAP30,,-0.895849207,-0.289065763,-0.247070413,-1.094549816,-0.601475438
SAP30BP,SAP30BP,SAP30BP,SAP30BP,SAP30BP,,-0.089895038,0.095890589,0.026613827,0.064345398,-0.019358974
SAP30L,SAP30L,SAP30L,SAP30L,SAP30L,,0.112701004,0.000367138,0.119839102,0.002554572,0.045211286
SAP30L-AS1,SAP30L-AS1,SAP30L-AS1,SAP30L-AS1,SAP30L-AS1,,-0.084708351,-0.632170987,-1.078277362,0.900349312,1.035954483
SAPCD2,SAPCD2,SAPCD2,SAPCD2,SAPCD2,,-0.533998117,-0.146409442,-0.071599029,-0.853576774,-0.415187565
SAR1A,SAR1A,SAR1A,SAR1A,SAR1A,,0.239836162,-0.038077187,0.021210706,0.282764801,0.273105007
SAR1B,SAR1B,SAR1B,SAR1B,SAR1B,,-0.142983083,-0.186751918,-0.050783009,-0.0258006,-0.170401587
SARAF,SARAF,SARAF,SARAF,SARAF,,0.010907536,-0.027419227,0.060146102,-0.000673902,-0.050276496
SARDH,SARDH,SARDH,SARDH,SARDH,,1.704345754,0.064436869,0.532895018,2.348238367,1.035954483
SARM1,SARM1,SARM1,SARM1,SARM1,,0.224876382,0.665887493,0.529063157,-0.307365088,0.236253133
SARNP,SARNP,SARNP,SARNP,SARNP,,-0.047356383,0.076118674,-0.062935293,0.090754992,0.114244041
SARS,SARS,SARS,SARS,SARS,,-0.101283261,0.063736588,0.060769823,-0.208626483,-0.183519114
SARS2,SARS2,SARS2,SARS2,SARS2,,-0.231399704,-0.018865778,-0.087438696,-0.243021586,-0.169942138
SART1,SART1,SART1,SART1,SART1,,-0.188226269,0.15122762,0.007037531,-0.187617601,-0.076207664
SART3,SART3,SART3,SART3,SART3,,-0.071240342,0.000355292,0.126468778,-0.35568493,-0.145342918
SASH3,SASH3,SASH3,SASH3,SASH3,,0.331100006,-0.115302078,-0.013526388,0.755111726,0.463533704
SASS6,SASS6,SASS6,SASS6,SASS6,,-0.044875495,-0.038931775,0.048847086,-0.119832609,-0.151025683
SAT1,SAT1,SAT1,SAT1,SAT1,,1.458270104,0.380552412,-0.269922215,2.280543386,1.618993646
SATB1,SATB1,SATB1,SATB1,SATB1,,0.365938098,0.060708009,0.19824928,0.009335006,0.155693727
SATB1-AS1,SATB1-AS1,SATB1-AS1,SATB1-AS1,SATB1-AS1,,-1.03261984,0.312364383,0.356017256,0.501269387,0.370373522
SATB2,SATB2,SATB2,SATB2,SATB2,,0.127681389,0.043165178,0.206708854,-0.154997892,-0.082320438
SAV1,SAV1,SAV1,SAV1,SAV1,,-0.074440016,-0.13410881,0.043022286,-0.32466883,-0.157403213
SAYSD1,SAYSD1,SAYSD1,SAYSD1,SAYSD1,,-0.211357911,0.057390726,0.035387407,-0.046840951,-0.261376249
SBDS,SBDS,SBDS,SBDS,SBDS,,-0.222335688,0.017049978,0.006279114,-0.403964511,-0.293859324
SBDSP1,SBDSP1,SBDSP1,SBDSP1,SBDSP1,,-0.270672357,0.068793822,0.079492607,-0.454437703,-0.341133073
SBF1,SBF1,SBF1,SBF1,SBF1,,-0.200495073,-0.009443763,0.107343049,-0.434365874,-0.202475766
SBF2,SBF2,SBF2,SBF2,SBF2,,0.300151478,-0.234354727,-0.024901107,0.194353863,0.235750014
SBF2-AS1,SBF2-AS1,SBF2-AS1,SBF2-AS1,SBF2-AS1,,-0.037690829,0.674490351,-0.198241497,0.398960899,0.251683174
SBK1,SBK1,SBK1,SBK1,SBK1,,0.382417659,-1.742918053,-0.274459904,0.587426031,-0.079522735
SBNO1,SBNO1,SBNO1,SBNO1,SBNO1,,-0.069319567,-0.112007945,0.134240679,-0.426460376,-0.236120769
SBNO2,SBNO2,SBNO2,SBNO2,SBNO2,,0.186484386,0.027689907,0.084310161,0.291147114,0.251088046
SBSPON,SBSPON,SBSPON,SBSPON,SBSPON,,0.578814872,0.28682929,0.334955641,-0.325665904,0.270419736
SC5D,SC5D,SC5D,SC5D,SC5D,,-0.021972596,-0.124572294,0.027102731,-0.082885259,-0.062119689
SCAF1,SCAF1,SCAF1,SCAF1,SCAF1,,0.01131497,-0.053604001,-0.027307752,0.03421344,0.147179458
SCAF11,SCAF11,SCAF11,SCAF11,SCAF11,,0.183108851,-0.07328904,0.196489445,-0.01797163,-0.050374949
SCAF4,SCAF4,SCAF4,SCAF4,SCAF4,,-0.082290357,-0.017546043,0.019873847,-0.178856495,-0.104536658
SCAF8,SCAF8,SCAF8,SCAF8,SCAF8,,0.154126893,-0.046980704,0.160164934,-0.044084864,-0.037130014
SCAI,SCAI,SCAI,SCAI,SCAI,,-0.07254151,-0.031595392,0.032876837,-0.041912542,-0.160490859
SCAMP1,SCAMP1,SCAMP1,SCAMP1,SCAMP1,,-0.53141657,-0.168066466,0.150978878,-0.929802673,-0.840704493
SCAMP1-AS1,SCAMP1-AS1,SCAMP1-AS1,SCAMP1-AS1,SCAMP1-AS1,,0.103133902,0.590505681,0.152073234,0.291970147,-0.099700617
SCAMP2,SCAMP2,SCAMP2,SCAMP2,SCAMP2,,0.316307434,0.243556582,0.059519852,0.548896618,0.345638982
SCAMP3,SCAMP3,SCAMP3,SCAMP3,SCAMP3,,-0.260214576,0.008363104,-0.113341722,-0.047104721,-0.100571813
SCAMP4,SCAMP4,SCAMP4,SCAMP4,SCAMP4,,-0.064120983,-0.075327505,-0.081732435,-0.048364628,0.03338316
SCAMP5,SCAMP5,SCAMP5,SCAMP5,SCAMP5,,0.887652968,0.132608372,-0.393820556,1.693801041,1.226897265
SCAND1,SCAND1,SCAND1,SCAND1,SCAND1,,-0.111290152,0.131471768,-0.226898815,0.529489994,0.216811839
SCAND2P,SCAND2P,SCAND2P,SCAND2P,SCAND2P,,-0.016852524,0.04160894,0.052581114,0.125697191,0.059099819
SCAP,SCAP,SCAP,SCAP,SCAP,,-0.101912478,-0.056703208,0.098146909,-0.154248374,-0.089199352
SCAPER,SCAPER,SCAPER,SCAPER,SCAPER,,0.043505385,0.045553157,0.185194726,-0.170586776,-0.150407983
SCARB1,SCARB1,SCARB1,SCARB1,SCARB1,,-0.477101117,-0.04066059,0.022556237,-0.775677112,-0.40600053
SCARB2,SCARB2,SCARB2,SCARB2,SCARB2,,0.019975111,0.052784097,0.057650804,-0.083349474,-0.070197189
SCARF1,SCARF1,SCARF1,SCARF1,SCARF1,,2.382417659,-1.257491226,0.095489706,3.147688091,2.405188292
SCARNA10,SCARNA10,SCARNA10,SCARNA10,SCARNA10,,0.382417659,0.064436869,0.739345896,-1.467021754,-0.170496395
SCARNA12,SCARNA12,SCARNA12,SCARNA12,SCARNA12,,-0.282398149,0.14160473,0.041651554,-0.649515214,-0.36271957
SCARNA2,SCARNA2,SCARNA2,SCARNA2,SCARNA2,,0.056647498,0.210287736,0.277866448,-0.999416203,0.321356701
SCARNA22,SCARNA22,SCARNA22,SCARNA22,SCARNA22,,-0.383117087,0.298902123,0.268554415,-1.598266287,-0.165679379
SCARNA27,SCARNA27,SCARNA27,SCARNA27,SCARNA27,,0.623425759,0.064436869,1.502306698,-1.310902552,-0.923403533
SCARNA6,SCARNA6,SCARNA6,SCARNA6,SCARNA6,,0.060489564,0.64939937,0.969958824,-2.019562777,-0.723037418
SCARNA9,SCARNA9,SCARNA9,SCARNA9,SCARNA9,,0.542882332,0.262376247,-0.007080028,0.209863237,0.295821609
SCARNA9L,SCARNA9L,SCARNA9L,SCARNA9L,SCARNA9L,,-0.26143853,-0.055857365,0.803308954,-1.326844095,-1.40883036
SCART1,SCART1,SCART1,SCART1,SCART1,,-0.17839098,0.041776272,-0.089147794,-0.34949845,-0.033104559
SCCPDH,SCCPDH,SCCPDH,SCCPDH,SCCPDH,,-0.374891172,0.03882812,0.086365409,-0.394505341,-0.443100475
SCD,SCD,SCD,SCD,SCD,,0.539612801,-0.232862811,-0.01674528,0.165894719,0.521976658
SCFD1,SCFD1,SCFD1,SCFD1,SCFD1,,0.027981234,-0.081136625,-0.007695371,0.066739666,-0.06746695
SCFD2,SCFD2,SCFD2,SCFD2,SCFD2,,0.027986925,0.170433517,0.062987066,0.007931742,-0.08725402
SCG2,SCG2,SCG2,SCG2,SCG2,,2.256886777,1.64939937,-0.1675447,3.463715584,2.205879484
SCG5,SCG5,SCG5,SCG5,SCG5,,0.555254256,0.189967751,0.200842706,-0.009438559,-0.026329796
SCGB1B2P,SCGB1B2P,SCGB1B2P,SCGB1B2P,SCGB1B2P,,-0.070094545,0.007853341,-1.546056323,1.255444271,1.173458006
SCLT1,SCLT1,SCLT1,SCLT1,SCLT1,,-0.154287415,0.043698203,0.064619467,-0.074287017,-0.171710501
SCMH1,SCMH1,SCMH1,SCMH1,SCMH1,,-0.088126685,0.120767214,0.142969133,-0.416761766,-0.310302942
SCML2,SCML2,SCML2,SCML2,SCML2,,-0.125350336,-0.066685861,0.064317604,-0.361689206,-0.217383286
SCN1B,SCN1B,SCN1B,SCN1B,SCN1B,,-0.015341848,-0.477712548,-0.220656036,-0.321344298,-0.057154922
SCN3B,SCN3B,SCN3B,SCN3B,SCN3B,,-0.03261984,-0.35060063,-0.752507201,1.287865749,-0.379083017
SCN4A,SCN4A,SCN4A,SCN4A,SCN4A,,0.797455159,-0.935563131,-0.1675447,1.340333169,1.258346904
SCN8A,SCN8A,SCN8A,SCN8A,SCN8A,,0.626343242,-0.054207627,0.339415289,-1.389019242,0.187957576
SCNM1,SCNM1,SCNM1,SCNM1,SCNM1,,1.01984758,1.064436869,1.706924418,-0.604525277,-0.760512123
SCNN1D,SCNN1D,SCNN1D,SCNN1D,SCNN1D,,0.557504366,0.943130573,0.986783446,-0.435994858,-0.072569974
SCO1,SCO1,SCO1,SCO1,SCO1,,-0.208424401,-0.094346164,0.033419334,-0.588092987,-0.352738427
SCO2,SCO2,SCO2,SCO2,SCO2,,-0.518046667,0.064436869,-0.515468003,-0.434600276,-1.616122214
SCP2,SCP2,SCP2,SCP2,SCP2,,0.179267034,-0.10327904,-0.032825686,0.34332548,0.144530821
SCPEP1,SCPEP1,SCPEP1,SCPEP1,SCPEP1,,0.443040271,-0.119842856,-0.088703809,0.941156687,0.47195989
SCRIB,SCRIB,SCRIB,SCRIB,SCRIB,,-0.255060823,0.119882504,0.090430514,-0.449885177,-0.304611441
SCRN1,SCRN1,SCRN1,SCRN1,SCRN1,,0.340597484,0.690041354,-0.087374351,0.300804804,0.381089969
SCRN2,SCRN2,SCRN2,SCRN2,SCRN2,,0.833981035,0.076715199,0.20049532,1.250223415,0.931976063
SCRN3,SCRN3,SCRN3,SCRN3,SCRN3,,0.186020447,-0.088891622,0.055188341,0.409303876,0.163017159
SCRT2,SCRT2,SCRT2,SCRT2,SCRT2,,-0.666491941,0.307293393,-0.346514841,-0.362052194,0.008473746
SCUBE3,SCUBE3,SCUBE3,SCUBE3,SCUBE3,,-0.202544841,0.549863696,0.317882127,-0.026449162,0.450991982
SCX,SCX,SCX,SCX,SCX,,0.822990251,-0.042478335,0.484531997,-1.17156587,-0.253552135
SCYL1,SCYL1,SCYL1,SCYL1,SCYL1,,-0.092104391,0.081227044,0.085656914,-0.105851839,-0.124880689
SCYL2,SCYL2,SCYL2,SCYL2,SCYL2,,0.502230606,-0.025283394,0.226402265,0.331604061,0.261111025
SCYL3,SCYL3,SCYL3,SCYL3,SCYL3,,0.244914136,0.085498485,0.099342031,0.269943841,0.075482847
SDAD1,SDAD1,SDAD1,SDAD1,SDAD1,,-0.255944536,-0.037004427,0.075581827,-0.539025525,-0.283128994
SDC1,SDC1,SDC1,SDC1,SDC1,,-0.17108741,0.342332196,0.134001895,0.075085268,-0.08638106
SDC2,SDC2,SDC2,SDC2,SDC2,,1.382417659,1.257081947,1.025100378,-0.297096752,-0.379083017
SDCBP,SDCBP,SDCBP,SDCBP,SDCBP,,0.352314693,-0.020894072,0.003448799,0.634607258,0.434218687
SDCBP2-AS1,SDCBP2-AS1,SDCBP2-AS1,SDCBP2-AS1,SDCBP2-AS1,,0.034494356,-0.849833257,-0.124043061,0.132154606,0.119209986
SDCCAG3,SDCCAG3,SDCCAG3,SDCCAG3,SDCCAG3,,-0.469173631,0.101598318,0.036677383,-0.601531337,-0.529235931
SDCCAG8,SDCCAG8,SDCCAG8,SDCCAG8,SDCCAG8,,0.01032677,0.070650928,0.131366742,-0.116028309,-0.001653442
SDE2,SDE2,SDE2,SDE2,SDE2,,-0.010561016,-0.02179053,-0.01287667,0.012994573,0.05809346
SDF2,SDF2,SDF2,SDF2,SDF2,,0.11289922,0.128607389,0.061828411,0.401198657,0.105217145
SDF2L1,SDF2L1,SDF2L1,SDF2L1,SDF2L1,,-0.37446662,0.0371367,-0.243503705,-0.02293194,-0.044227178
SDF4,SDF4,SDF4,SDF4,SDF4,,-0.181079243,0.152877935,-0.106115474,0.162008327,0.009547422
SDHA,SDHA,SDHA,SDHA,SDHA,,-0.218606485,-0.046354274,-0.024190262,-0.365834255,-0.159115868
SDHAF1,SDHAF1,SDHAF1,SDHAF1,SDHAF1,,-0.416251535,0.178304834,-0.021827869,-0.063051558,-0.299423567
SDHAF2,SDHAF2,SDHAF2,SDHAF2,SDHAF2,,0.010611917,0.084393379,0.023627135,0.218730217,0.015169534
SDHAF3,SDHAF3,SDHAF3,SDHAF3,SDHAF3,,-0.496846308,0.0065861,-0.125451014,-0.586259022,-0.412610332
SDHAF4,SDHAF4,SDHAF4,SDHAF4,SDHAF4,,0.451130409,0.284313693,0.074816138,0.28621223,-0.197636145
SDHAP1,SDHAP1,SDHAP1,SDHAP1,SDHAP1,,0.079348592,0.193478814,0.22710101,-0.396265747,-0.144275527
SDHAP2,SDHAP2,SDHAP2,SDHAP2,SDHAP2,,-0.065271028,0.072834419,0.037782802,-0.240045044,-0.065408544
SDHAP3,SDHAP3,SDHAP3,SDHAP3,SDHAP3,,0.313704909,-0.172003327,-0.039220603,-0.629293182,-0.452545179
SDHB,SDHB,SDHB,SDHB,SDHB,,-0.075135098,0.072539497,-0.017912028,-0.080750569,-0.024680572
SDHC,SDHC,SDHC,SDHC,SDHC,,0.013043861,-0.058739873,-0.039715944,0.092684077,0.097858239
SDHD,SDHD,SDHD,SDHD,SDHD,,-0.215322739,-0.124294852,-0.130263684,-0.158638729,-0.100606664
SDR39U1,SDR39U1,SDR39U1,SDR39U1,SDR39U1,,-0.011496548,0.172035869,-0.02772173,0.163563364,0.184477007
SDS,SDS,SDS,SDS,SDS,,0.623425759,0.412360173,0.460486523,1.554039862,1.035954483
SDSL,SDSL,SDSL,SDSL,SDSL,,1.336288489,0.217448488,0.188283801,2.160661622,1.237931067
SEC11A,SEC11A,SEC11A,SEC11A,SEC11A,,0.334073762,0.145226814,0.033778151,0.57552488,0.376172631
SEC11C,SEC11C,SEC11C,SEC11C,SEC11C,,-0.136810829,0.127151961,0.032124341,-0.1786303,-0.262175393
SEC13,SEC13,SEC13,SEC13,SEC13,,-0.135658191,0.113495347,-0.04279696,-0.01128047,-0.020510392
SEC14L1,SEC14L1,SEC14L1,SEC14L1,SEC14L1,,0.534193718,0.02823111,0.173551958,0.615477743,0.504319226
SEC14L1P1,SEC14L1P1,SEC14L1P1,SEC14L1P1,SEC14L1P1,,0.406665206,0.41061251,0.579168871,0.321474141,0.226776825
SEC14L2,SEC14L2,SEC14L2,SEC14L2,SEC14L2,,-0.524472936,-0.31889177,-0.074435296,0.403342966,-0.504613899
SEC16A,SEC16A,SEC16A,SEC16A,SEC16A,,0.216772552,0.078271669,0.141376829,0.102252117,0.110516045
SEC1P,SEC1P,SEC1P,SEC1P,SEC1P,,-0.295654246,-0.935563131,-0.1675447,-0.074704331,-0.156690595
SEC22A,SEC22A,SEC22A,SEC22A,SEC22A,,-0.13776799,0.035759545,-0.038300315,-0.059420843,-0.123347136
SEC22B,SEC22B,SEC22B,SEC22B,SEC22B,,0.166900533,-0.071214214,0.064308849,0.075306123,0.026697036
SEC22C,SEC22C,SEC22C,SEC22C,SEC22C,,-0.133450281,-0.098427851,-0.030453022,-0.143241279,-0.140162353
SEC23A,SEC23A,SEC23A,SEC23A,SEC23A,,0.251646325,-0.060618551,0.139873258,0.005454593,0.042701972
SEC23B,SEC23B,SEC23B,SEC23B,SEC23B,,0.013721228,0.042360161,0.046340029,0.044051661,0.037718816
SEC23IP,SEC23IP,SEC23IP,SEC23IP,SEC23IP,,-0.049955148,-0.008412433,0.13001221,-0.187885602,-0.180215439
SEC24A,SEC24A,SEC24A,SEC24A,SEC24A,,0.28407974,-0.15237452,0.232739033,-0.167726308,-0.064943724
SEC24B,SEC24B,SEC24B,SEC24B,SEC24B,,0.05655352,0.020957359,0.134622383,-0.166980617,-0.131718753
SEC24B-AS1,SEC24B-AS1,SEC24B-AS1,SEC24B-AS1,SEC24B-AS1,,-0.050541748,0.116904289,0.399495893,-1.203987348,-0.964045517
SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,,0.132993685,0.086779291,0.129700202,0.018768217,0.040743357
SEC24D,SEC24D,SEC24D,SEC24D,SEC24D,,0.54941831,0.017675278,0.16317725,0.369917803,0.412895991
SEC31A,SEC31A,SEC31A,SEC31A,SEC31A,,-0.069384395,-0.117345886,0.084198822,-0.226788082,-0.137664063
SEC31B,SEC31B,SEC31B,SEC31B,SEC31B,,0.2433987,0.393164796,0.228914003,0.091814771,-0.037819004
SEC61A1,SEC61A1,SEC61A1,SEC61A1,SEC61A1,,-0.177751641,-0.046793287,0.038407308,-0.186237127,-0.143341777
SEC61A2,SEC61A2,SEC61A2,SEC61A2,SEC61A2,,0.321449642,0.439116631,0.267256054,0.32977939,-0.160902847
SEC61B,SEC61B,SEC61B,SEC61B,SEC61B,,-0.115452376,-0.011831903,-0.066180271,-0.036516132,-0.020779285
SEC61G,SEC61G,SEC61G,SEC61G,SEC61G,,-0.041631366,-0.084574848,-0.021969399,-0.134523516,-0.204801312
SEC62,SEC62,SEC62,SEC62,SEC62,,0.090304495,0.004486609,0.007269026,0.25764815,0.090974726
SEC63,SEC63,SEC63,SEC63,SEC63,,-0.12347592,-0.050654003,0.12596685,-0.300162595,-0.241222508
SECISBP2,SECISBP2,SECISBP2,SECISBP2,SECISBP2,,-0.082350222,0.127243269,0.105416546,-0.23758032,-0.177913866
SECISBP2L,SECISBP2L,SECISBP2L,SECISBP2L,SECISBP2L,,0.59346053,0.034710662,0.299797157,0.324734035,0.285348895
SEH1L,SEH1L,SEH1L,SEH1L,SEH1L,,-0.194155772,-0.050585303,-0.010767101,-0.460482502,-0.299241931
SEL1L,SEL1L,SEL1L,SEL1L,SEL1L,,0.373624773,0.013886691,0.279931986,0.073230042,0.03322469
SEL1L3,SEL1L3,SEL1L3,SEL1L3,SEL1L3,,-0.003563807,0.269306463,0.286334525,0.204312374,-0.097351928
SELK,SELK,SELK,SELK,SELK,,-0.067265983,-0.081601305,-0.095991439,0.0395245,-0.001765183
SELL,SELL,SELL,SELL,SELL,,7.142390451,0.530521974,-0.435477905,8.588537373,7.726522661
SELM,SELM,SELM,SELM,SELM,,0.028780705,-0.651770165,-0.883751734,1.065473327,0.87245575
SELO,SELO,SELO,SELO,SELO,,-0.060376902,0.080100569,-0.041806609,-0.003658801,0.006792633
SELPLG,SELPLG,SELPLG,SELPLG,SELPLG,,1.051572216,0.238420087,-0.117619475,1.614540486,1.255821029
SELT,SELT,SELT,SELT,SELT,,0.161683564,-0.042500859,0.037890731,0.17739302,0.038998679
SEMA3A,SEMA3A,SEMA3A,SEMA3A,SEMA3A,,-0.130843376,-0.264399595,-0.1675447,-0.318699007,-0.039497746
SEMA3F,SEMA3F,SEMA3F,SEMA3F,SEMA3F,,-0.877449467,-0.636002849,0.066127646,-0.43370168,-0.92415279
SEMA3G,SEMA3G,SEMA3G,SEMA3G,SEMA3G,,-2.058154932,0.083295896,-0.057920209,-1.595755068,-1.999669427
SEMA4A,SEMA4A,SEMA4A,SEMA4A,SEMA4A,,0.144736043,0.12125094,0.075255536,0.295164863,0.155280215
SEMA4B,SEMA4B,SEMA4B,SEMA4B,SEMA4B,,0.146604722,-0.127118148,-0.118762327,0.978591164,0.433358307
SEMA4C,SEMA4C,SEMA4C,SEMA4C,SEMA4C,,-0.508171124,-0.112060786,-0.034021027,-0.499262091,-0.124041402
SEMA4D,SEMA4D,SEMA4D,SEMA4D,SEMA4D,,0.492430958,-0.000433771,0.109107038,0.519615305,0.468249971
SEMA4G,SEMA4G,SEMA4G,SEMA4G,SEMA4G,,0.548003725,0.212535508,0.049266689,0.215237949,0.194652229
SEMA6A,SEMA6A,SEMA6A,SEMA6A,SEMA6A,,0.529259048,0.344544788,0.451365133,-0.607884289,-0.302847431
SEMA6B,SEMA6B,SEMA6B,SEMA6B,SEMA6B,,5.946449502,0.50594658,-0.278576012,6.809288794,6.280334176
SEMA6C,SEMA6C,SEMA6C,SEMA6C,SEMA6C,,1.119383254,1.28682929,1.495420313,-1.808058671,-1.890044936
SEMA7A,SEMA7A,SEMA7A,SEMA7A,SEMA7A,,-0.101781864,0.033409974,-0.01615565,0.486639532,0.298067333
SENP1,SENP1,SENP1,SENP1,SENP1,,0.180666118,-0.023712573,0.288674027,-0.143379226,0.002401923
SENP2,SENP2,SENP2,SENP2,SENP2,,0.044518006,-0.091991083,0.10210165,-0.223478645,-0.110323623
SENP3,SENP3,SENP3,SENP3,SENP3,,-0.521033852,-0.099475105,-0.220139651,-0.080839117,-0.462385663
SENP3-EIF4A1,SENP3-EIF4A1,SENP3-EIF4A1,SENP3-EIF4A1,SENP3-EIF4A1,,-0.492051459,-0.225069748,-0.1675447,-1.341490871,0.383877786
